model,source,target,Accuracy_mean,Accuracy_std,UAR_mean,UAR_std,Macro-F1_mean,Macro-F1_std,Weighted-F1_mean,Weighted-F1_std,best_epoch_mean,best_epoch_std
emotion2vec MLP,EMODB,RAVDESS,94.57070707070706,0.5708062285361518,94.76273148148148,0.7876537956490883,94.24241938617149,0.7286762838793311,94.58940457878106,0.5706410618816506,19.333333333333332,9.451631252505216
emotion2vec MLP,EMODB,RESD,58.98720089037284,0.5431057678336979,58.24606956617543,0.23263064535779987,58.88504614768353,0.31824241867873404,59.10385102149005,0.5238914231088674,19.333333333333332,9.451631252505216
emotion2vec MLP,RAVDESS,EMODB,85.51532033426183,0.1392757660167181,85.24724083568061,0.14311125308266687,85.18338428930815,0.1410525492016328,85.43632824318165,0.15181252492112582,39.0,11.789826122551595
emotion2vec MLP,RAVDESS,RESD,62.21480244852532,0.9156640329384756,61.65818651929707,0.80428504386123,61.83657220683642,0.8829216645614875,62.39275110732151,0.9186755956543574,39.0,11.789826122551595
emotion2vec MLP,RESD,EMODB,83.70473537604455,0.368489040538247,83.46532003902585,0.3811024797047999,83.18086059288974,0.3797394004377959,83.22824069082354,0.37159718090191307,9.333333333333334,5.131601439446884
emotion2vec MLP,RESD,RAVDESS,94.00252525252525,0.44752041915270707,94.27083333333333,0.4833128787178869,93.91107872236597,0.42783932869573627,94.01989024479603,0.4379755583728585,9.333333333333334,5.131601439446884
